Datum,Bundesland,Infizierte,Tote
2020-04-14,Nordrhein-Westfalen,25300,545
2020-04-14,Rheinland-Pfalz,4880,70
2020-04-14,Saarland,2112,52
2020-04-14,Sachsen,3751,70
2020-04-14,Sachsen-Anhalt,1207,25
2020-04-14,Schleswig-Holstein,2164,49
2020-04-14,Thüringen,1504,31
2020-04-15,Baden-Württemberg,25438,767
2020-04-15,Bayern,34294,954
2020-04-15,Berlin,4722,62
2020-04-15,Brandenburg,1950,42
2020-04-15,Bremen,500,21
2020-04-15,Hamburg,3869,67
2020-04-15,Hessen,6347,173
2020-04-15,Mecklenburg-Vorpommern,624,11
2020-04-15,Niedersachsen,8019,224
2020-04-15,Nordrhein-Westfalen,25835,607
2020-04-15,Rheinland-Pfalz,5004,77
2020-04-15,Saarland,2145,58
2020-04-15,Sachsen,3819,73
2020-04-15,Sachsen-Anhalt,1223,26
2020-04-15,Schleswig-Holstein,2245,54
2020-04-15,Thüringen,1550,38
2020-04-16,Baden-Württemberg,25881,802
2020-04-16,Bayern,35142,1049
2020-04-16,Berlin,4848,74
2020-04-16,Brandenburg,2058,54
2020-04-16,Bremen,507,21
2020-04-16,Hamburg,3953,80
2020-04-16,Hessen,6470,187
2020-04-16,Mecklenburg-Vorpommern,634,13
2020-04-16,Niedersachsen,8188,248
2020-04-16,Nordrhein-Westfalen,26383,663
2020-04-16,Rheinland-Pfalz,5087,87
2020-04-16,Saarland,2201,71
2020-04-16,Sachsen,3955,94
2020-04-16,Sachsen-Anhalt,1248,26
2020-04-16,Schleswig-Holstein,2294,55
2020-04-16,Thüringen,1601,45
2020-04-17,Baden-Württemberg,26543,872
2020-04-17,Bayern,36027,1137
2020-04-17,Berlin,4945,84
2020-04-17,Brandenburg,2120,60
2020-04-17,Bremen,556,22
2020-04-17,Hamburg,4005,84
2020-04-17,Hessen,6705,197
2020-04-17,Mecklenburg-Vorpommern,634,13
2020-04-17,Niedersachsen,8442,274
2020-04-17,Nordrhein-Westfalen,27030,726
2020-04-17,Rheinland-Pfalz,5211,92
2020-04-17,Saarland,2254,76
2020-04-17,Sachsen,4048,95
2020-04-17,Sachsen-Anhalt,1279,28
2020-04-17,Schleswig-Holstein,2349,59
2020-04-17,Thüringen,1682,49
2020-04-18,Baden-Württemberg,27258,919
2020-04-18,Bayern,36881,1198
2020-04-18,Berlin,5066,91
2020-04-18,Brandenburg,2161,62
2020-04-18,Bremen,567,24
2020-04-18,Hamburg,4118,90
2020-04-18,Hessen,6916,212
2020-04-18,Mecklenburg-Vorpommern,645,14
2020-04-18,Niedersachsen,8649,281
2020-04-18,Nordrhein-Westfalen,28006,791
2020-04-18,Rheinland-Pfalz,5324,99
2020-04-18,Saarland,2289,86
2020-04-18,Sachsen,4140,103
2020-04-18,Sachsen-Anhalt,1315,29
2020-04-18,Schleswig-Holstein,2387,61
2020-04-18,Thüringen,1717,50
2020-04-19,Baden-Württemberg,27883,968
2020-04-19,Bayern,37407,1256
2020-04-19,Berlin,5159,92
2020-04-19,Brandenburg,2221,66
2020-04-19,Bremen,585,25
2020-04-19,Hamburg,4167,91
2020-04-19,Hessen,7108,230
2020-04-19,Mecklenburg-Vorpommern,651,15
2020-04-19,Niedersachsen,8797,288
2020-04-19,Nordrhein-Westfalen,28471,814
2020-04-19,Rheinland-Pfalz,5432,106
2020-04-19,Saarland,2303,91
2020-04-19,Sachsen,4190,107
2020-04-19,Sachsen-Anhalt,1350,30
2020-04-19,Schleswig-Holstein,2417,62
2020-04-19,Thüringen,1756,53
2020-04-20,Baden-Württemberg,28253,982
2020-04-20,Bayern,37849,1286
2020-04-20,Berlin,5196,94
2020-04-20,Brandenburg,2238,66
2020-04-20,Bremen,604,25
2020-04-20,Hamburg,4185,91
2020-04-20,Hessen,7177,240
2020-04-20,Mecklenburg-Vorpommern,653,15
2020-04-20,Niedersachsen,8900,291
2020-04-20,Nordrhein-Westfalen,28971,857
2020-04-20,Rheinland-Pfalz,5523,107
2020-04-20,Saarland,2314,91
2020-04-20,Sachsen,4229,109
2020-04-20,Sachsen-Anhalt,1369,30
2020-04-20,Schleswig-Holstein,2426,67
2020-04-20,Thüringen,1785,53
2020-04-21,Baden-Württemberg,28712,1031
2020-04-21,Bayern,38310,1336
2020-04-21,Berlin,5237,97
2020-04-21,Brandenburg,2275,67
2020-04-21,Bremen,609,25
2020-04-21,Hamburg,4204,91
2020-04-21,Hessen,7231,251
2020-04-21,Mecklenburg-Vorpommern,655,15
2020-04-21,Niedersachsen,9098,306
2020-04-21,Nordrhein-Westfalen,29389,896
2020-04-21,Rheinland-Pfalz,5561,116
2020-04-21,Saarland,2328,93
2020-04-21,Sachsen,4253,117
2020-04-21,Sachsen-Anhalt,1383,32
2020-04-21,Schleswig-Holstein,2414,70
2020-04-21,Thüringen,1798,55
2020-04-22,Baden-Württemberg,28898,1063
2020-04-22,Bayern,38814,1424
2020-04-22,Berlin,5312,105
2020-04-22,Brandenburg,2389,74
2020-04-22,Bremen,624,26
2020-04-22,Hamburg,4204,91
2020-04-22,Hessen,7380,265
2020-04-22,Mecklenburg-Vorpommern,656,15
2020-04-22,Niedersachsen,9236,328
2020-04-22,Nordrhein-Westfalen,30185,964
2020-04-22,Rheinland-Pfalz,5593,122
2020-04-22,Saarland,2367,97
2020-04-22,Sachsen,4273,122
2020-04-22,Sachsen-Anhalt,1395,33
2020-04-22,Schleswig-Holstein,2496,79
2020-04-22,Thüringen,1872,71
2020-04-23,Baden-Württemberg,29443,1113
2020-04-23,Bayern,39395,1476
2020-04-23,Berlin,5324,105
2020-04-23,Brandenburg,2447,84
2020-04-23,Bremen,672,27
2020-04-23,Hamburg,4286,113
2020-04-23,Hessen,7593,286
2020-04-23,Mecklenburg-Vorpommern,659,15
2020-04-23,Niedersachsen,9391,340
2020-04-23,Nordrhein-Westfalen,30584,999
2020-04-23,Rheinland-Pfalz,5643,131
2020-04-23,Saarland,2395,99
2020-04-23,Sachsen,4327,127
2020-04-23,Sachsen-Anhalt,1425,34
2020-04-23,Schleswig-Holstein,2530,84
2020-04-23,Thüringen,1932,61
2020-04-24,Baden-Württemberg,29792,1153
2020-04-24,Bayern,39939,1525
2020-04-24,Berlin,5459,112
2020-04-24,Brandenburg,2536,90
2020-04-24,Bremen,707,27
2020-04-24,Hamburg,4358,122
2020-04-24,Hessen,7712,296
2020-04-24,Mecklenburg-Vorpommern,661,16
2020-04-24,Niedersachsen,9544,364
2020-04-24,Nordrhein-Westfalen,31106,1052
2020-04-24,Rheinland-Pfalz,5731,136
2020-04-24,Saarland,2445,105
2020-04-24,Sachsen,4377,135
2020-04-24,Sachsen-Anhalt,1436,35
2020-04-24,Schleswig-Holstein,2557,88
2020-04-24,Thüringen,2023,65
2020-04-25,Baden-Württemberg,30169,1189
2020-04-25,Bayern,40547,1566
2020-04-25,Berlin,5525,113
2020-04-25,Brandenburg,2627,97
2020-04-25,Bremen,719,27
2020-04-25,Hamburg,4400,139
2020-04-25,Hessen,7837,305
2020-04-25,Mecklenburg-Vorpommern,667,16
2020-04-25,Niedersachsen,9691,377
2020-04-25,Nordrhein-Westfalen,31465,1084
2020-04-25,Rheinland-Pfalz,5767,138
2020-04-25,Saarland,2468,107
2020-04-25,Sachsen,4406,141
2020-04-25,Sachsen-Anhalt,1480,35
2020-04-25,Schleswig-Holstein,2612,95
2020-04-25,Thüringen,2058,71
2020-04-26,Baden-Württemberg,30761,1237
2020-04-26,Bayern,40912,1596
2020-04-26,Berlin,5600,123
2020-04-26,Brandenburg,2694,100
2020-04-26,Bremen,739,27
2020-04-26,Hamburg,4429,140
2020-04-26,Hessen,7946,315
2020-04-26,Mecklenburg-Vorpommern,673,16
2020-04-26,Niedersachsen,9785,384
2020-04-26,Nordrhein-Westfalen,31669,1096
2020-04-26,Rheinland-Pfalz,5835,147
2020-04-26,Saarland,2482,107
2020-04-26,Sachsen,4428,147
2020-04-26,Sachsen-Anhalt,1494,36
2020-04-26,Schleswig-Holstein,2630,96
2020-04-26,Thüringen,2098,73
2020-04-27,Baden-Württemberg,31043,1249
2020-04-27,Bayern,41070,1621
2020-04-27,Berlin,5638,125
2020-04-27,Brandenburg,2721,100
2020-04-27,Bremen,754,27
2020-04-27,Hamburg,4475,142
2020-04-27,Hessen,7979,320
2020-04-27,Mecklenburg-Vorpommern,674,16
2020-04-27,Niedersachsen,9847,391
2020-04-27,Nordrhein-Westfalen,31879,1131
2020-04-27,Rheinland-Pfalz,5879,152
2020-04-27,Saarland,2503,121
2020-04-27,Sachsen,4458,147
2020-04-27,Sachsen-Anhalt,1515,36
2020-04-27,Schleswig-Holstein,2638,98
2020-04-27,Thüringen,2120,74
2020-04-28,Baden-Württemberg,31196,1269
2020-04-28,Bayern,41406,1681
2020-04-28,Berlin,5669,127
2020-04-28,Brandenburg,2747,106
2020-04-28,Bremen,759,27
2020-04-28,Hamburg,4505,142
2020-04-28,Hessen,8026,333
2020-04-28,Mecklenburg-Vorpommern,675,17
2020-04-28,Niedersachsen,9926,394
2020-04-28,Nordrhein-Westfalen,32184,1171
2020-04-28,Rheinland-Pfalz,5928,157
2020-04-28,Saarland,2509,123
2020-04-28,Sachsen,4490,148
2020-04-28,Sachsen-Anhalt,1520,39
2020-04-28,Schleswig-Holstein,2653,101
2020-04-28,Thüringen,2144,78
2020-04-29,Baden-Württemberg,31336,1299
2020-04-29,Bayern,41830,1754
2020-04-29,Berlin,5734,137
2020-04-29,Brandenburg,2768,109
2020-04-29,Bremen,797,29
2020-04-29,Hamburg,4525,153
2020-04-29,Hessen,8184,346
2020-04-29,Mecklenburg-Vorpommern,687,17
2020-04-29,Niedersachsen,9972,406
2020-04-29,Nordrhein-Westfalen,32429,1200
2020-04-29,Rheinland-Pfalz,5982,161
2020-04-29,Saarland,2514,129
2020-04-29,Sachsen,4509,153
2020-04-29,Sachsen-Anhalt,1525,39
2020-04-29,Schleswig-Holstein,2679,103
2020-04-29,Thüringen,2170,80
2020-04-30,Baden-Württemberg,31609,1353
2020-04-30,Bayern,42080,1799
2020-04-30,Berlin,5827,147
2020-04-30,Brandenburg,2831,113
2020-04-30,Bremen,827,29
2020-04-30,Hamburg,4562,155
2020-04-30,Hessen,8304,353
2020-04-30,Mecklenburg-Vorpommern,690,17
2020-04-30,Niedersachsen,10067,416
2020-04-30,Nordrhein-Westfalen,32687,1219
2020-04-30,Rheinland-Pfalz,6029,166
2020-04-30,Saarland,2552,131
2020-04-30,Sachsen,4561,156
2020-04-30,Sachsen-Anhalt,1549,43
2020-04-30,Schleswig-Holstein,2690,106
2020-04-30,Thüringen,2254,85
2020-05-01,Baden-Württemberg,31919,1385
2020-05-01,Bayern,42489,1850
2020-05-01,Berlin,5887,149
2020-05-01,Brandenburg,2872,120
2020-05-01,Bremen,859,30
2020-05-01,Hamburg,4604,163
2020-05-01,Hessen,8376,360
2020-05-01,Mecklenburg-Vorpommern,693,18
2020-05-01,Niedersachsen,10141,429
2020-05-01,Nordrhein-Westfalen,33058,1261
2020-05-01,Rheinland-Pfalz,6086,172
2020-05-01,Saarland,2581,135
2020-05-01,Sachsen,4592,162
2020-05-01,Sachsen-Anhalt,1564,44
2020-05-01,Schleswig-Holstein,2714,110
2020-05-01,Thüringen,2323,93
2020-05-02,Baden-Württemberg,32146,1402
2020-05-02,Bayern,42658,1885
2020-05-02,Berlin,5943,152
2020-05-02,Brandenburg,2886,122
2020-05-02,Bremen,871,30
2020-05-02,Hamburg,4609,163
2020-05-02,Hessen,8486,364
2020-05-02,Mecklenburg-Vorpommern,695,18
2020-05-02,Niedersachsen,10246,451
2020-05-02,Nordrhein-Westfalen,33216,1268
2020-05-02,Rheinland-Pfalz,6099,173
2020-05-02,Saarland,2597,135
2020-05-02,Sachsen,4617,163
2020-05-02,Sachsen-Anhalt,1571,44
2020-05-02,Schleswig-Holstein,2728,112
2020-05-02,Thüringen,2335,93
2020-05-03,Baden-Württemberg,32291,1412
2020-05-03,Bayern,42792,1910
2020-05-03,Berlin,5976,154
2020-05-03,Brandenburg,2905,122
2020-05-03,Bremen,875,30
2020-05-03,Hamburg,4631,164
2020-05-03,Hessen,8524,370
2020-05-03,Mecklenburg-Vorpommern,698,18
2020-05-03,Niedersachsen,10283,453
2020-05-03,Nordrhein-Westfalen,33428,1287
2020-05-03,Rheinland-Pfalz,6133,176
2020-05-03,Saarland,2605,138
2020-05-03,Sachsen,4696,165
2020-05-03,Sachsen-Anhalt,1576,44
2020-05-03,Schleswig-Holstein,2738,113
2020-05-03,Thüringen,2345,93
2020-05-04,Baden-Württemberg,32411,1421
2020-05-04,Bayern,42997,1926
2020-05-04,Berlin,6010,154
2020-05-04,Brandenburg,2914,122
2020-05-04,Bremen,893,30
2020-05-04,Hamburg,4636,166
2020-05-04,Hessen,8549,372
2020-05-04,Mecklenburg-Vorpommern,699,18
2020-05-04,Niedersachsen,10325,456
2020-05-04,Nordrhein-Westfalen,33560,1290
2020-05-04,Rheinland-Pfalz,6150,177
2020-05-04,Saarland,2608,139
2020-05-04,Sachsen,4702,167
2020-05-04,Sachsen-Anhalt,1578,45
2020-05-04,Schleswig-Holstein,2788,113
2020-05-04,Thüringen,2355,96
2020-05-05,Baden-Württemberg,32482,1452
2020-05-05,Bayern,43162,1949
2020-05-05,Berlin,6042,154
2020-05-05,Brandenburg,2940,123
2020-05-05,Bremen,895,31
2020-05-05,Hamburg,4644,172
2020-05-05,Hessen,8585,381
2020-05-05,Mecklenburg-Vorpommern,703,19
2020-05-05,Niedersachsen,10380,463
2020-05-05,Nordrhein-Westfalen,33728,1332
2020-05-05,Rheinland-Pfalz,6160,182
2020-05-05,Saarland,2618,139
2020-05-05,Sachsen,4745,171
2020-05-05,Sachsen-Anhalt,1585,46
2020-05-05,Schleswig-Holstein,2799,118
2020-05-05,Thüringen,2392,99
2020-05-06,Baden-Württemberg,32576,1481
2020-05-06,Bayern,43371,2001
2020-05-06,Berlin,6092,159
2020-05-06,Brandenburg,2969,127
2020-05-06,Bremen,916,31
2020-05-06,Hamburg,4664,190
2020-05-06,Hessen,8642,386
2020-05-06,Mecklenburg-Vorpommern,711,19
2020-05-06,Niedersachsen,10453,470
2020-05-06,Nordrhein-Westfalen,33977,1358
2020-05-06,Rheinland-Pfalz,6191,187
2020-05-06,Saarland,2627,141
2020-05-06,Sachsen,4784,177
2020-05-06,Sachsen-Anhalt,1590,46
2020-05-06,Schleswig-Holstein,2815,119
2020-05-06,Thüringen,2429,104
2020-05-07,Baden-Württemberg,32762,1497
2020-05-07,Bayern,43658,2050
2020-05-07,Berlin,6149,162
2020-05-07,Brandenburg,2999,129
2020-05-07,Bremen,963,32
2020-05-07,Hamburg,4704,194
2020-05-07,Hessen,8736,396
2020-05-07,Mecklenburg-Vorpommern,715,19
2020-05-07,Niedersachsen,10564,478
2020-05-07,Nordrhein-Westfalen,34249,1372
2020-05-07,Rheinland-Pfalz,6213,189
2020-05-07,Saarland,2655,143
2020-05-07,Sachsen,4836,181
2020-05-07,Sachsen-Anhalt,1602,48
2020-05-07,Schleswig-Holstein,2834,120
2020-05-07,Thüringen,2452,109
2020-05-08,Baden-Württemberg,32898,1515
2020-05-08,Bayern,43905,2114
2020-05-08,Berlin,6209,163
2020-05-08,Brandenburg,3037,131
2020-05-08,Bremen,997,32
2020-05-08,Hamburg,4753,201
2020-05-08,Hessen,8850,403
2020-05-08,Mecklenburg-Vorpommern,718,19
2020-05-08,Niedersachsen,10686,493
2020-05-08,Nordrhein-Westfalen,34522,1397
2020-05-08,Rheinland-Pfalz,6241,192
2020-05-08,Saarland,2658,140
2020-05-08,Sachsen,4839,184
2020-05-08,Sachsen-Anhalt,1615,48
2020-05-08,Schleswig-Holstein,2860,122
2020-05-08,Thüringen,2512,112
2020-05-09,Baden-Württemberg,33105,1534
2020-05-09,Bayern,44169,2147
2020-05-09,Berlin,6242,164
2020-05-09,Brandenburg,3098,133
2020-05-09,Bremen,1024,32
2020-05-09,Hamburg,4772,204
2020-05-09,Hessen,8916,408
2020-05-09,Mecklenburg-Vorpommern,722,19
2020-05-09,Niedersachsen,10803,496
2020-05-09,Nordrhein-Westfalen,34817,1424
2020-05-09,Rheinland-Pfalz,6282,195
2020-05-09,Saarland,2660,142
2020-05-09,Sachsen,4873,186
2020-05-09,Sachsen-Anhalt,1637,48
2020-05-09,Schleswig-Holstein,2898,122
2020-05-09,Thüringen,2533,115
2020-05-10,Baden-Württemberg,33287,1542
2020-05-10,Bayern,44265,2153
2020-05-10,Berlin,6261,165
2020-05-10,Brandenburg,3101,134
2020-05-10,Bremen,1043,32
2020-05-10,Hamburg,4772,204
2020-05-10,Hessen,8998,411
2020-05-10,Mecklenburg-Vorpommern,726,19
2020-05-10,Niedersachsen,10827,498
2020-05-10,Nordrhein-Westfalen,34964,1425
2020-05-10,Rheinland-Pfalz,6291,195
2020-05-10,Saarland,2663,142
2020-05-10,Sachsen,4886,187
2020-05-10,Sachsen-Anhalt,1640,48
2020-05-10,Schleswig-Holstein,2938,123
2020-05-10,Thüringen,2556,117
2020-05-11,Baden-Württemberg,33190,1545
2020-05-11,Bayern,44368,2155
2020-05-11,Berlin,6272,165
2020-05-11,Brandenburg,3106,134
2020-05-11,Bremen,1055,34
2020-05-11,Hamburg,4780,204
2020-05-11,Hessen,9012,412
2020-05-11,Mecklenburg-Vorpommern,728,19
2020-05-11,Niedersachsen,10854,498
2020-05-11,Nordrhein-Westfalen,35132,1437
2020-05-11,Rheinland-Pfalz,6313,195
2020-05-11,Saarland,2665,142
2020-05-11,Sachsen,4915,187
2020-05-11,Sachsen-Anhalt,1643,48
2020-05-11,Schleswig-Holstein,2957,124
2020-05-11,Thüringen,2585,118
2020-05-12,Baden-Württemberg,33359,1568
2020-05-12,Bayern,44593,2182
2020-05-12,Berlin,6274,165
2020-05-12,Brandenburg,3111,136
2020-05-12,Bremen,1058,35
2020-05-12,Hamburg,4960,216
2020-05-12,Hessen,9031,415
2020-05-12,Mecklenburg-Vorpommern,729,20
2020-05-12,Niedersachsen,10895,507
2020-05-12,Nordrhein-Westfalen,35333,1456
2020-05-12,Rheinland-Pfalz,6355,206
2020-05-12,Saarland,2665,144
2020-05-12,Sachsen,4947,190
2020-05-12,Sachsen-Anhalt,1648,50
2020-05-12,Schleswig-Holstein,2956,125
2020-05-12,Thüringen,2594,118
2020-05-13,Baden-Württemberg,33518,1594
2020-05-13,Bayern,44802,2209
2020-05-13,Berlin,6298,170
2020-05-13,Brandenburg,3125,137
2020-05-13,Bremen,1077,36
2020-05-13,Hamburg,4972,223
2020-05-13,Hessen,9087,419
2020-05-13,Mecklenburg-Vorpommern,736,20
2020-05-13,Niedersachsen,10903,508
2020-05-13,Nordrhein-Westfalen,35555,1473
2020-05-13,Rheinland-Pfalz,6360,207
2020-05-13,Saarland,2667,144
2020-05-13,Sachsen,4962,191
2020-05-13,Sachsen-Anhalt,1650,52
2020-05-13,Schleswig-Holstein,2972,125
2020-05-13,Thüringen,2622,126
2020-05-14,Baden-Württemberg,33670,1608
2020-05-14,Bayern,44980,2229
2020-05-14,Berlin,6342,173
2020-05-14,Brandenburg,3135,138
2020-05-14,Bremen,1104,37
2020-05-14,Hamburg,4976,228
2020-05-14,Hessen,9169,423
2020-05-14,Mecklenburg-Vorpommern,739,20
2020-05-14,Niedersachsen,11003,524
2020-05-14,Nordrhein-Westfalen,35741,1483
2020-05-14,Rheinland-Pfalz,6382,212
2020-05-14,Saarland,2677,145
2020-05-14,Sachsen,5031,195
2020-05-14,Sachsen-Anhalt,1656,52
2020-05-14,Schleswig-Holstein,2982,125
2020-05-14,Thüringen,2652,131
2020-05-15,Baden-Württemberg,33851,1628
2020-05-15,Bayern,45143,2260
2020-05-15,Berlin,6397,177
2020-05-15,Brandenburg,3158,148
2020-05-15,Bremen,1129,37
2020-05-15,Hamburg,4981,228
2020-05-15,Hessen,9204,429
2020-05-15,Mecklenburg-Vorpommern,740,20
2020-05-15,Niedersachsen,11087,534
2020-05-15,Nordrhein-Westfalen,35967,1493
2020-05-15,Rheinland-Pfalz,6413,213
2020-05-15,Saarland,2684,147
2020-05-15,Sachsen,5061,195
2020-05-15,Sachsen-Anhalt,1668,54
2020-05-15,Schleswig-Holstein,2988,126
2020-05-15,Thüringen,2681,135
2020-05-16,Baden-Württemberg,33893,1644
2020-05-16,Bayern,45340,2273
2020-05-16,Berlin,6428,181
2020-05-16,Brandenburg,3169,149
2020-05-16,Bremen,1150,37
2020-05-16,Hamburg,5017,231
2020-05-16,Hessen,9261,432
2020-05-16,Mecklenburg-Vorpommern,746,20
2020-05-16,Niedersachsen,11092,535
2020-05-16,Nordrhein-Westfalen,36065,1500
2020-05-16,Rheinland-Pfalz,6449,216
2020-05-16,Saarland,2688,149
2020-05-16,Sachsen,5089,197
2020-05-16,Sachsen-Anhalt,1676,54
2020-05-16,Schleswig-Holstein,2998,126
2020-05-16,Thüringen,2711,137
2020-05-17,Baden-Württemberg,33950,1648
2020-05-17,Bayern,45427,2283
2020-05-17,Berlin,6447,182
2020-05-17,Brandenburg,3171,149
2020-05-17,Bremen,1164,37
2020-05-17,Hamburg,5029,232
2020-05-17,Hessen,9317,435
2020-05-17,Mecklenburg-Vorpommern,748,20
2020-05-17,Niedersachsen,11155,544
2020-05-17,Nordrhein-Westfalen,36286,1505
2020-05-17,Rheinland-Pfalz,6449,216
2020-05-17,Saarland,2696,149
2020-05-17,Sachsen,5115,196
2020-05-17,Sachsen-Anhalt,1676,54
2020-05-17,Schleswig-Holstein,3000,126
2020-05-17,Thüringen,2725,138
2020-05-18,Baden-Württemberg,34000,1652
2020-05-18,Bayern,45507,2287
2020-05-18,Berlin,6458,180
2020-05-18,Brandenburg,3172,149
2020-05-18,Bremen,1171,38
2020-05-18,Hamburg,5037,232
2020-05-18,Hessen,9337,439
2020-05-18,Mecklenburg-Vorpommern,752,20
2020-05-18,Niedersachsen,11167,545
2020-05-18,Nordrhein-Westfalen,36365,1512
2020-05-18,Rheinland-Pfalz,6490,217
2020-05-18,Saarland,2696,149
2020-05-18,Sachsen,5125,196
2020-05-18,Sachsen-Anhalt,1678,54
2020-05-18,Schleswig-Holstein,3002,126
2020-05-18,Thüringen,2740,139
2020-05-19,Baden-Württemberg,34034,1653
2020-05-19,Bayern,45639,2314
2020-05-19,Berlin,6478,182
2020-05-19,Brandenburg,3185,150
2020-05-19,Bremen,1237,38
2020-05-19,Hamburg,5042,232
2020-05-19,Hessen,9368,442
2020-05-19,Mecklenburg-Vorpommern,752,20
2020-05-19,Niedersachsen,11207,548
2020-05-19,Nordrhein-Westfalen,36485,1525
2020-05-19,Rheinland-Pfalz,6520,222
2020-05-19,Saarland,2699,154
2020-05-19,Sachsen,5133,198
2020-05-19,Sachsen-Anhalt,1679,54
2020-05-19,Schleswig-Holstein,3002,128
2020-05-19,Thüringen,2750,147
2020-05-20,Baden-Württemberg,34115,1672
2020-05-20,Bayern,45766,2339
2020-05-20,Berlin,6507,186
2020-05-20,Brandenburg,3193,151
2020-05-20,Bremen,1256,38
2020-05-20,Hamburg,5042,236
2020-05-20,Hessen,9483,446
2020-05-20,Mecklenburg-Vorpommern,755,20
2020-05-20,Niedersachsen,11288,557
2020-05-20,Nordrhein-Westfalen,36766,1537
2020-05-20,Rheinland-Pfalz,6529,222
2020-05-20,Saarland,2703,154
2020-05-20,Sachsen,5150,198
2020-05-20,Sachsen-Anhalt,1680,54
2020-05-20,Schleswig-Holstein,3014,131
2020-05-20,Thüringen,2760,149
2020-05-21,Baden-Württemberg,34175,1680
2020-05-21,Bayern,45929,2348
2020-05-21,Berlin,6555,186
2020-05-21,Brandenburg,3205,151
2020-05-21,Bremen,1273,39
2020-05-21,Hamburg,5053,239
2020-05-21,Hessen,9574,451
2020-05-21,Mecklenburg-Vorpommern,762,20
2020-05-21,Niedersachsen,11362,566
2020-05-21,Nordrhein-Westfalen,36912,1546
2020-05-21,Rheinland-Pfalz,6555,224
2020-05-21,Saarland,2706,157
2020-05-21,Sachsen,5185,201
2020-05-21,Sachsen-Anhalt,1689,54
2020-05-21,Schleswig-Holstein,3021,134
2020-05-21,Thüringen,2796,151
2020-05-22,Baden-Württemberg,34174,1680
2020-05-22,Bayern,46024,2358
2020-05-22,Berlin,6585,190
2020-05-22,Brandenburg,3211,152
2020-05-22,Bremen,1291,39
2020-05-22,Hamburg,5059,240
2020-05-22,Hessen,9656,457
2020-05-22,Mecklenburg-Vorpommern,763,20
2020-05-22,Niedersachsen,11420,568
2020-05-22,Nordrhein-Westfalen,37010,1547
2020-05-22,Rheinland-Pfalz,6566,224
2020-05-22,Saarland,2707,157
2020-05-22,Sachsen,5197,203
2020-05-22,Sachsen-Anhalt,1692,54
2020-05-22,Schleswig-Holstein,3039,134
2020-05-22,Thüringen,2818,151
2020-05-23,Baden-Württemberg,34345,1692
2020-05-23,Bayern,46132,2367
2020-05-23,Berlin,6614,190
2020-05-23,Brandenburg,3213,154
2020-05-23,Bremen,1296,41
2020-05-23,Hamburg,5063,240
2020-05-23,Hessen,9670,458
2020-05-23,Mecklenburg-Vorpommern,763,20
2020-05-23,Niedersachsen,11521,571
2020-05-23,Nordrhein-Westfalen,37139,1555
2020-05-23,Rheinland-Pfalz,6582,226
2020-05-23,Saarland,2709,157
2020-05-23,Sachsen,5219,204
2020-05-23,Sachsen-Anhalt,1692,54
2020-05-23,Schleswig-Holstein,3062,136
2020-05-23,Thüringen,2830,151
2020-05-24,Baden-Württemberg,34399,1697
2020-05-24,Bayern,46206,2377
2020-05-24,Berlin,6637,191
2020-05-24,Brandenburg,3214,154
2020-05-24,Bremen,1299,41
2020-05-24,Hamburg,5066,241
2020-05-24,Hessen,9762,460
2020-05-24,Mecklenburg-Vorpommern,760,20
2020-05-24,Niedersachsen,11578,572
2020-05-24,Nordrhein-Westfalen,37223,1563
2020-05-24,Rheinland-Pfalz,6590,227
2020-05-24,Saarland,2713,157
2020-05-24,Sachsen,5221,204
2020-05-24,Sachsen-Anhalt,1694,54
2020-05-24,Schleswig-Holstein,3062,137
2020-05-24,Thüringen,2857,152
2020-05-25,Baden-Württemberg,34431,1698
2020-05-25,Bayern,46326,2382
2020-05-25,Berlin,6642,191
2020-05-25,Brandenburg,3214,154
2020-05-25,Bremen,1312,41
2020-05-25,Hamburg,5069,241
2020-05-25,Hessen,9770,460
2020-05-25,Mecklenburg-Vorpommern,760,20
2020-05-25,Niedersachsen,11578,572
2020-05-25,Nordrhein-Westfalen,37298,1565
2020-05-25,Rheinland-Pfalz,6596,228
2020-05-25,Saarland,2716,157
2020-05-25,Sachsen,5231,205
2020-05-25,Sachsen-Anhalt,1694,54
2020-05-25,Schleswig-Holstein,3062,137
2020-05-25,Thüringen,2871,152
2020-05-26,Baden-Württemberg,34466,1707
2020-05-26,Bayern,46456,2401
2020-05-26,Berlin,6652,191
2020-05-26,Brandenburg,3236,154
2020-05-26,Bremen,1313,42
2020-05-26,Hamburg,5069,241
2020-05-26,Hessen,9804,462
2020-05-26,Mecklenburg-Vorpommern,760,20
2020-05-26,Niedersachsen,11646,574
2020-05-26,Nordrhein-Westfalen,37395,1571
2020-05-26,Rheinland-Pfalz,6600,228
2020-05-26,Saarland,2727,158
2020-05-26,Sachsen,5236,207
2020-05-26,Sachsen-Anhalt,1698,54
2020-05-26,Schleswig-Holstein,3067,139
2020-05-26,Thüringen,2877,153
2020-05-27,Baden-Württemberg,34500,1724
2020-05-27,Bayern,46458,2404
2020-05-27,Berlin,6673,193
2020-05-27,Brandenburg,3246,154
2020-05-27,Bremen,1322,42
2020-05-27,Hamburg,5072,242
2020-05-27,Hessen,9860,466
2020-05-27,Mecklenburg-Vorpommern,760,20
2020-05-27,Niedersachsen,11678,578
2020-05-27,Nordrhein-Westfalen,37541,1577
